0	0	0.7175	0.6215	0.4413	1.2033	0.6837	0	0	0	0.1194	0.808	1.4499	0	0.6589	0	0.2003	0	0	1.754	0	0	0.6647	0	0.7802	0.6201	0	0	1.3021	1.3369	5.8193	19.905	18.0866	2.817	8.0244	9.1313	6.662	8.8807	13.7626	11.6834	8.3426	15.8411	15.1739	8.0074	8.8141	11.2171	13.0994	12.4056	12.502	9.3599	13.8393	11.8304	11.8844	11.1755	10.4101	12.3444	12.4329	12.1046	11.8279	11.7489
0	2.2686	1.7364	0	0	0.2613	0	0	0.6949	0	0	0	1.5666	0	0	0	0.8474	0.1615	0	0	0	0.5161	0	0	0	0	0	1.7353	1.5791	0	11.7403	10.2667	10.7364	11.1495	8.7642	13.0251	7.9039	11.9529	5.5625	5.7634	11.1548	5.7849	0.2574	9.5476	10.933	8.9672	8.3515	6.1738	9.18	6.9303	9.5493	8.1277	10.476	7.5815	7.0054	9.4203	9.0523	8.6152	8.4092	8.6837
1.3466	0	0.1994	0	0.8757	0.2627	0.0895	0	0	0	2.668	0.602	0.4328	0	0.1115	0.215	0	0.7631	0	2.0734	1.2001	0	0.5572	0.1794	0.3851	0	0	0	0	0.5715	8.3131	0	0	9.1827	0.6051	6.9381	4.8368	2.7201	9.2001	6.8855	6.0993	13.9075	6.6666	11.6183	7.2634	3.2184	9.7707	9.292	5.495	5.7255	7.0994	6.278	11.7685	7.4329	9.633	8.9775	9.2332	7.9954	8.0231	8.301
0	1.8697	0	0	0	0	0	0.3908	0	0	1.1459	0	0.4543	0.5724	0	0	0	1.0828	0	0	0	0	0	0	0.1551	0.8262	0	0.515	0	0.2284	11.2492	3.2903	10.087	5.4651	3.9944	0	6.5808	0.4189	14.236	1.875	11.7675	7.8174	11.1973	7.0794	6.9652	8.5785	12.1451	11.0663	6.7999	7.1512	7.6187	6.2041	8.1113	6.1804	7.0412	8.1892	7.2904	7.7665	7.5117	7.5776
0	0	0.1992	1.0741	0	0	1.0647	0	0	0.7964	0	1.312	0	0	0	0	0	0	1.1788	0.2097	0.8834	0	1.0954	0	0	1.1978	0	0.9717	0.0286	0.7042	8.7204	16.5794	3.8102	14.6211	19.0246	3.3276	11.5875	13.004	7.8498	8.5379	8.6636	10.2643	11.212	5.9038	9.3875	10.0478	9.9368	3.3394	9.4191	11.2874	10.5088	9.2674	9.3121	9.13	9.8538	9.5399	10.1298	10.0777	9.5134	9.6524
0.4545	1.3181	0	0	0.5641	1.7658	0.2345	0.6895	0	0	0.7822	0	3.3146	0	0.2713	0	0	0.859	0	0.2	1.5482	0.1573	0.7045	1.4129	0	0	0.42	0	0.8158	0	6.8889	7.4505	0.9193	4.6034	4.9786	0.9804	12.1652	5.9096	0	2.4298	10.4999	7.222	11.72	8.9127	4.6055	7.0608	8.6442	4.4069	11.679	5.2619	7.505	5.3317	7.5337	7.7065	6.5615	7.2286	5.6957	6.4831	6.0922	6.2249
0	0	0.6528	0.8521	0	0	0	0	1.4615	0	0	0	0	0	0.1453	0	0	0	0	0.2948	0.3227	1.0764	0	0	0	1.1397	1.463	0	0	0	8.1335	0.9352	11.2879	5.9895	14.9523	17.1021	9.5766	2.0385	4.3523	13.6065	8.5371	4.2966	10.657	10.1275	11.7448	7.287	17.8632	10.1069	11.2538	9.7085	5.969	11.1418	10.0303	10.3607	10.154	10.3665	9.1201	9.8834	9.7836	9.7711
0	0	0.8931	0	0	0.7343	0	0.311	0	0.422	0	0	0	0.0524	0	0.0595	0	0	0	0	0	0.2335	0	0	0	1.9788	0	0	0	1.4493	8.4137	15.0503	0	9.7842	10.6263	5.5783	15.3328	14.8973	11.9456	11.7752	4.7503	18.8897	5.1799	4.4261	4.6137	13.7094	5.7101	4.8182	11.8801	10.5592	8.9894	10.7279	9.6695	10.2977	10.5526	9.7542	9.2054	9.8629	9.6854	9.9246
0	0.9132	0	0	1.5923	0.129	0.804	1.4513	0	0	0.0496	0	0.0907	0.0085	0	0	0	0.5442	0.7065	0.5039	0.7182	0	0.7777	0	0	0	0	0.425	0	0	7.9689	17.4129	1.4897	14.3737	18.9452	14.5807	9.7501	9.8111	1.3475	9.5004	11.1419	10.1619	13.1515	9.4602	11.2156	17.5191	12.3447	12.9172	8.2952	12.6438	13.2978	10.2981	8.0653	11.7396	11.7602	9.527	11.3643	11.8244	11.5529	11.4321
0	1.0336	0	0.9	0.0832	0.9088	0	1.118	0.0308	0.8796	0.0784	0	0.6917	0.8262	0	0.8594	0.1671	1.8053	0	0.0921	0.6331	0.6624	0	0	0	0	0.7135	0	0	0	12.8389	12.455	13.1868	15.241	5.129	4.724	13.1467	16.6915	10.3659	10.5132	8.2891	14.3195	15.0373	8.3233	7.735	8.6916	8.7514	9.1578	8.6111	10.2028	8.9502	13.4707	11.2719	10.9269	10.2074	10.66	11.7306	10.8042	10.4799	10.6375
