11.7489	11.8279	12.1046	12.4329	12.3444	10.4101	11.1755	11.8844	11.8304	13.8393	9.3599	12.502	12.4056	13.0994	11.2171	8.8141	8.0074	15.1739	15.8411	8.3426	11.6834	13.7626	8.8807	6.662	9.1313	8.0244	2.817	18.0866	19.905	5.8193	1.3369	1.3021	0	0	0.6201	0.7802	0	0.6647	0	0	1.754	0	0	0.2003	0	0.6589	0	1.4499	0.808	0.1194	0	0	0	0.6837	1.2033	0.4413	0.6215	0.7175	0	0
8.6837	8.4092	8.6152	9.0523	9.4203	7.0054	7.5815	10.476	8.1277	9.5493	6.9303	9.18	6.1738	8.3515	8.9672	10.933	9.5476	0.2574	5.7849	11.1548	5.7634	5.5625	11.9529	7.9039	13.0251	8.7642	11.1495	10.7364	10.2667	11.7403	0	1.5791	1.7353	0	0	0	0	0	0.5161	0	0	0	0.1615	0.8474	0	0	0	1.5666	0	0	0	0.6949	0	0	0.2613	0	0	1.7364	2.2686	0
8.301	8.0231	7.9954	9.2332	8.9775	9.633	7.4329	11.7685	6.278	7.0994	5.7255	5.495	9.292	9.7707	3.2184	7.2634	11.6183	6.6666	13.9075	6.0993	6.8855	9.2001	2.7201	4.8368	6.9381	0.6051	9.1827	0	0	8.3131	0.5715	0	0	0	0	0.3851	0.1794	0.5572	0	1.2001	2.0734	0	0.7631	0	0.215	0.1115	0	0.4328	0.602	2.668	0	0	0	0.0895	0.2627	0.8757	0	0.1994	0	1.3466
7.5776	7.5117	7.7665	7.2904	8.1892	7.0412	6.1804	8.1113	6.2041	7.6187	7.1512	6.7999	11.0663	12.1451	8.5785	6.9652	7.0794	11.1973	7.8174	11.7675	1.875	14.236	0.4189	6.5808	0	3.9944	5.4651	10.087	3.2903	11.2492	0.2284	0	0.515	0	0.8262	0.1551	0	0	0	0	0	0	1.0828	0	0	0	0.5724	0.4543	0	1.1459	0	0	0.3908	0	0	0	0	0	1.8697	0
9.6524	9.5134	10.0777	10.1298	9.5399	9.8538	9.13	9.3121	9.2674	10.5088	11.2874	9.4191	3.3394	9.9368	10.0478	9.3875	5.9038	11.212	10.2643	8.6636	8.5379	7.8498	13.004	11.5875	3.3276	19.0246	14.6211	3.8102	16.5794	8.7204	0.7042	0.0286	0.9717	0	1.1978	0	0	1.0954	0	0.8834	0.2097	1.1788	0	0	0	0	0	0	1.312	0	0.7964	0	0	1.0647	0	0	1.0741	0.1992	0	0
6.2249	6.0922	6.4831	5.6957	7.2286	6.5615	7.7065	7.5337	5.3317	7.505	5.2619	11.679	4.4069	8.6442	7.0608	4.6055	8.9127	11.72	7.222	10.4999	2.4298	0	5.9096	12.1652	0.9804	4.9786	4.6034	0.9193	7.4505	6.8889	0	0.8158	0	0.42	0	0	1.4129	0.7045	0.1573	1.5482	0.2	0	0.859	0	0	0.2713	0	3.3146	0	0.7822	0	0	0.6895	0.2345	1.7658	0.5641	0	0	1.3181	0.4545
9.7711	9.7836	9.8834	9.1201	10.3665	10.154	10.3607	10.0303	11.1418	5.969	9.7085	11.2538	10.1069	17.8632	7.287	11.7448	10.1275	10.657	4.2966	8.5371	13.6065	4.3523	2.0385	9.5766	17.1021	14.9523	5.9895	11.2879	0.9352	8.1335	0	0	0	1.463	1.1397	0	0	0	1.0764	0.3227	0.2948	0	0	0	0	0.1453	0	0	0	0	0	1.4615	0	0	0	0	0.8521	0.6528	0	0
9.9246	9.6854	9.8629	9.2054	9.7542	10.5526	10.2977	9.6695	10.7279	8.9894	10.5592	11.8801	4.8182	5.7101	13.7094	4.6137	4.4261	5.1799	18.8897	4.7503	11.7752	11.9456	14.8973	15.3328	5.5783	10.6263	9.7842	0	15.0503	8.4137	1.4493	0	0	0	1.9788	0	0	0	0.2335	0	0	0	0	0	0.0595	0	0.0524	0	0	0	0.422	0	0.311	0	0.7343	0	0	0.8931	0	0
11.4321	11.5529	11.8244	11.3643	9.527	11.7602	11.7396	8.0653	10.2981	13.2978	12.6438	8.2952	12.9172	12.3447	17.5191	11.2156	9.4602	13.1515	10.1619	11.1419	9.5004	1.3475	9.8111	9.7501	14.5807	18.9452	14.3737	1.4897	17.4129	7.9689	0	0	0.425	0	0	0	0	0.7777	0	0.7182	0.5039	0.7065	0.5442	0	0	0	0.0085	0.0907	0	0.0496	0	0	1.4513	0.804	0.129	1.5923	0	0	0.9132	0
10.6375	10.4799	10.8042	11.7306	10.66	10.2074	10.9269	11.2719	13.4707	8.9502	10.2028	8.6111	9.1578	8.7514	8.6916	7.735	8.3233	15.0373	14.3195	8.2891	10.5132	10.3659	16.6915	13.1467	4.724	5.129	15.241	13.1868	12.455	12.8389	0	0	0	0.7135	0	0	0	0	0.6624	0.6331	0.0921	0	1.8053	0.1671	0.8594	0	0.8262	0.6917	0	0.0784	0.8796	0.0308	1.118	0	0.9088	0.0832	0.9	0	1.0336	0
