x
1	35
2	38
3	61
4	76
5	77
6	88
7	90
8	91
9	92
10	93
11	94
12	95
13	96
14	97
15	98
16	99
17	100
18	101
19	102
20	104
21	105
22	111
23	112
24	113
25	114
26	122
27	129
28	130
29	132
30	133
31	134
32	135
33	136
34	137
35	138
36	139
37	140
38	141
39	142
40	143
41	144
42	145
43	146
44	149
45	150
46	154
47	155
48	156
49	157
50	158
51	159
52	160
53	163
54	164
55	165
56	166
57	167
58	168
59	169
60	170
61	171
62	172
63	174
64	175
65	176
66	181
67	182
68	183
69	184
70	185
71	186
72	187
73	188
74	189
75	190
76	191
77	192
78	193
79	194
80	195
81	196
82	197
83	198
84	200
85	201
86	202
87	203
88	204
89	205
90	206
91	207
92	208
93	210
94	211
95	212
96	213
97	214
98	215
99	216
100	221
101	222
102	223
103	224
104	227
105	228
106	229
107	230
108	231
109	232
110	233
111	234
112	235
113	236
114	237
115	238
116	239
117	240
118	241
119	242
120	243
121	244
122	245
123	246
124	247
125	248
126	249
127	250
128	251
129	252
130	253
131	254
132	255
133	256
134	257
135	258
136	259
137	260
138	261
139	262
140	263
141	264
142	265
143	266
144	269
145	270
146	271
147	272
148	273
149	274
150	275
151	278
152	279
153	280
154	281
155	282
156	283
157	284
158	285
159	286
160	287
161	288
162	289
163	290
164	291
165	292
166	293
167	294
168	295
169	296
170	297
171	298
172	299
173	300
174	301
175	302
176	303
177	304
178	305
179	307
180	308
181	309
182	310
183	311
184	312
185	316
